PRECINCT,SENATE,ASSEMBLY,BOARDOFEDU,REGENTS,COMMISSION,RWARDS,SWARDS,SCHBDTRUST,SCHBDATLRG,GID,TOWNSHIP,MP,FPD
757400,14,31,2,11,5,0,0,E,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
757600,14,32,2,11,5,0,0,C,F,PALOMINO VALLEY,SPARKS,NO,TRUCKEE MEADOWS
757700,13,30,2,11,5,0,0,B,F,NONE,SPARKS,NO,TRUCKEE MEADOWS
757800,14,32,2,11,5,0,0,C,F,PALOMINO VALLEY,SPARKS,NO,WASHOE RURAL
757900,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,WASHOE RURAL
758100,14,32,2,11,5,0,0,C,F,NONE,GERLACH-WADSWORTH,NO,WASHOE RURAL
758200,14,32,2,11,5,0,0,C,F,PALOMINO VALLEY,SPARKS,NO,TRUCKEE MEADOWS
758300,14,32,2,11,5,0,0,C,F,NONE,SPARKS,NO,TRUCKEE MEADOWS
758400,14,32,2,11,5,0,0,C,F,NONE,SPARKS,NO,TRUCKEE MEADOWS
758500,14,32,2,11,5,0,0,C,F,NONE,SPARKS,NO,WASHOE RURAL
758600,15,27,2,11,5,0,0,C,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
758700,15,27,2,11,5,0,0,E,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
758800,13,30,2,11,5,0,0,B,F,NONE,SPARKS,NO,TRUCKEE MEADOWS
758900,14,32,2,11,5,0,0,C,F,NONE,GERLACH-WADSWORTH,NO,TRUCKEE MEADOWS
759100,14,31,2,11,5,0,0,C,F,SUN VALLEY,SPARKS,YES,TRUCKEE MEADOWS
810000,15,25,2,10,1,0,0,D,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
810100,15,25,2,10,1,0,0,D,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
810200,15,25,2,10,1,0,0,E,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
810300,15,25,2,10,1,0,0,D,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
810400,16,26,2,9,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
810500,16,26,2,9,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
810600,16,26,2,10,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
810700,16,26,2,9,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
810800,16,26,2,10,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
810900,16,26,2,9,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
811000,16,26,2,10,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
811100,16,26,2,9,1,0,0,A,G,NTCD,INCLINE VILLAGE,NO,TRUCKEE MEADOWS
811200,15,25,2,10,1,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
811400,15,25,2,10,1,0,0,D,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
811500,15,25,2,10,1,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
811600,16,26,2,9,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
811700,16,26,2,9,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
811800,15,25,2,10,1,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
812500,16,26,2,9,1,0,0,A,G,INCLINE VILLAGE- NTCD,INCLINE VILLAGE,NO,NORTH LAKE TAHOE
812600,16,26,2,9,1,0,0,A,G,NTCD,INCLINE VILLAGE,YES,NORTH LAKE TAHOE
812700,15,25,2,10,1,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
812800,15,25,2,10,1,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
812900,15,25,2,10,1,0,0,D,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820000,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820100,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820200,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820300,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820400,15,25,2,10,2,0,0,D,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820500,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820600,15,25,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820700,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820800,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
820900,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821000,16,40,2,9,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821100,16,40,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821200,13,30,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821300,15,25,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821400,15,25,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821600,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821700,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821800,15,25,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
821900,16,26,2,9,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
822000,16,40,2,9,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
822100,16,40,2,9,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
822200,16,40,2,9,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
822600,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
822700,16,40,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
823200,16,40,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
823300,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
823400,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
823500,15,25,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
823600,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
823700,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
823800,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
824000,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
824500,16,40,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
824700,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
825000,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
825300,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
825400,16,40,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
825600,16,40,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
825900,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
826000,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
826100,16,40,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
826300,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
826400,16,40,2,9,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
826500,16,40,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
827100,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
827300,16,26,2,9,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
827500,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
827600,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
827700,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
829000,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
829100,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
829200,16,40,2,10,2,0,0,A,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
829400,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
829700,16,40,2,9,2,0,0,A,G,NONE,RENO-VERDI,NO,TRUCKEE MEADOWS
840000,13,30,2,10,4,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
850000,15,25,2,10,5,0,0,E,G,VERDI TV,RENO-VERDI,NO,TRUCKEE MEADOWS
850200,15,25,2,10,5,0,0,A,G,VERDI TV,RENO-VERDI,NO,TRUCKEE MEADOWS
850500,15,25,2,10,5,0,0,E,G,VERDI TV,RENO-VERDI,NO,TRUCKEE MEADOWS
910100,16,26,2,9,1,0,0,A,G,NTCD,INCLINE VILLAGE,YES,NORTH LAKE TAHOE
910200,16,26,2,10,1,0,0,A,G,NTCD,INCLINE VILLAGE,YES,TRUCKEE MEADOWS
910300,15,25,2,10,1,0,0,D,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
910600,16,26,2,9,1,0,0,A,G,NTCD,INCLINE VILLAGE,YES,TRUCKEE MEADOWS
910700,15,25,2,10,1,0,0,D,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
910900,15,25,2,10,1,0,0,E,G,VERDI TV,RENO-VERDI,YES,TRUCKEE MEADOWS
911500,15,25,2,10,1,0,0,E,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
911600,16,26,2,9,1,0,0,A,G,NTCD,INCLINE VILLAGE,YES,NORTH LAKE TAHOE
912000,15,27,2,10,1,0,0,E,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
912100,16,26,2,9,1,0,0,A,G,NTCD,INCLINE VILLAGE,YES,NORTH LAKE TAHOE
912200,15,25,2,10,1,0,0,D,G,VERDI TV,RENO-VERDI,YES,TRUCKEE MEADOWS
912300,15,25,2,10,1,0,0,A,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
912400,16,26,2,9,1,0,0,A,G,NTCD,RENO-VERDI,YES,TRUCKEE MEADOWS
912500,15,25,2,10,1,0,0,A,G,VERDI TV,RENO-VERDI,YES,TRUCKEE MEADOWS
912600,15,25,2,10,1,0,0,D,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
912700,15,25,2,10,1,0,0,A,G,NTCD,RENO-VERDI,YES,TRUCKEE MEADOWS
912800,16,26,2,9,1,0,0,A,G,NTCD,RENO-VERDI,YES,NORTH LAKE TAHOE
912900,15,27,2,11,1,0,0,E,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
913000,15,25,2,10,1,0,0,A,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
913100,15,25,2,10,1,0,0,A,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
920200,15,25,2,10,2,0,0,D,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
920700,13,30,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
920800,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
921000,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
921100,16,26,2,10,2,0,0,A,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
924300,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
924400,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
924800,13,30,2,11,2,0,0,B,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
924900,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
925100,16,26,2,9,2,0,0,A,G,NTCD,INCLINE VILLAGE,YES,TRUCKEE MEADOWS
925200,16,26,2,10,2,0,0,A,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
925300,16,26,2,9,2,0,0,A,G,NTCD,RENO-VERDI,YES,TRUCKEE MEADOWS
925400,16,26,2,9,2,0,0,A,G,NTCD,RENO-VERDI,YES,TRUCKEE MEADOWS
930300,15,27,2,11,3,0,0,E,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
930400,15,27,2,11,3,0,0,E,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
930700,15,27,2,11,3,0,0,E,F,SUN VALLEY,RENO-VERDI,YES,TRUCKEE MEADOWS
930800,15,27,2,11,3,0,0,B,F,SUN VALLEY,RENO-VERDI,YES,TRUCKEE MEADOWS
930900,15,27,2,11,3,0,0,B,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
931000,15,27,2,11,3,0,0,B,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
931100,15,27,2,11,3,0,0,B,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
940800,14,32,2,11,4,0,0,C,F,PALOMINO VALLEY,GERLACH-WADSWORTH,YES,TRUCKEE MEADOWS
942700,14,31,2,11,4,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
942800,14,31,2,11,4,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
951300,14,31,2,11,5,0,0,C,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
951600,14,32,2,11,5,0,0,C,G,NONE,SPARKS,YES,TRUCKEE MEADOWS
952000,14,32,2,11,5,0,0,C,F,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
952300,14,31,2,11,5,0,0,C,F,SUN VALLEY,RENO-VERDI,YES,TRUCKEE MEADOWS
953200,13,30,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
953300,15,25,2,11,5,0,0,C,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
953800,14,32,2,11,5,0,0,C,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
954000,15,25,2,10,5,0,0,E,G,VERDI TV,RENO-VERDI,YES,TRUCKEE MEADOWS
954100,15,27,2,11,5,0,0,C,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
954200,15,25,2,10,5,0,0,E,G,VERDI TV,RENO-VERDI,YES,TRUCKEE MEADOWS
954300,15,25,2,10,5,0,0,A,G,VERDI TV,RENO-VERDI,YES,TRUCKEE MEADOWS
954600,15,27,2,11,5,0,0,C,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
954700,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
954800,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
954900,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
955000,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
955100,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
955200,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
955300,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
955400,14,32,2,11,5,0,0,C,F,NONE,SPARKS,YES,TRUCKEE MEADOWS
955500,15,27,2,11,5,0,0,C,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
955700,14,32,2,11,5,0,0,C,F,NONE,GERLACH-WADSWORTH,YES,TRUCKEE MEADOWS
955800,14,31,2,11,5,0,0,C,F,SUN VALLEY,SPARKS,YES,TRUCKEE MEADOWS
955900,13,30,2,11,5,0,0,C,F,SUN VALLEY,SPARKS,YES,TRUCKEE MEADOWS
956000,14,32,2,11,5,0,0,C,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
956100,14,32,2,11,5,0,0,C,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
956200,14,32,2,11,5,0,0,C,G,NONE,RENO-VERDI,YES,TRUCKEE MEADOWS
970000,0,0,0,0,0,0,0,0,0,0,0,0,0
980000,0,0,0,0,0,0,0,0,0,0,0,0,0
